Date	Player	Character	Topic	
Nov 24	Eric Espinoza	Epnik	stories of zodiac faithful receiving god marks for zodiac gods? can one fall out of favor and lose a god mark?	For those who are exceptional in their service to the gods of the Zodiac, godmarks appear at a similar rate as they do among any other culture of faithful. It is not always clear what the mark is, as they do not match the symbols associated with the Trahazi gods, but any good priest would tell you that to be blessed with such a mark is a reason for celebration. There do not seem to be any stories of gods taking away such marks, but rare is the devout who would turn against their god after such a gift was bestowed upon them.
Nov 24	Kasper	Merrick	when Mandala fell the pilgrimage sites were lost. what is the path forward to rebuild those sites so that Mandalan faithful souls may once again return to the land of Adelrune?	Tales of the pilgrimage for reincarnation are merely that - tales from a time long past before recorded history. Even while the temples still stood and Mandala flourished, the path and ritual surrounding the pilgrimage had long been forgotten (if it had ever been anything more than a story). With the loss of the temples, and the dragons having long-fled Mandala, it is unlikely the pilgramage could ever be completed again.
Nov 24	Bay grabowski	Mattias	how can the world tree faithful return their energies to Adelrune bypassing Eden's realm, like the Mandalan faithful can with a pilgrimage?	Tales of the pilgrimage for reincarnation are merely that - tales from a time long past before recorded history. Even while the temples still stood and Mandala flourished, the path and ritual surrounding the pilgrimage had long been forgotten (if it had ever been anything more than a story). As the rumored pilgrimage was powered by the dragons and was site-specific, it is unlikely that the World Tree faith could develop a similar ritual.
Nov 24	Melissa Melede	Zelmira	How do we make a glyphways at Castle Thorn? 	If you have all the notes, materials and recipes for building the glyphways, you would merely need to contact Castle Thorn and do so. However, the glyphways work in a particular way at the Citadel due to various details specific to the Citadel's location, and is unlikely to work in exactly the same manner if built elsewhere.
Nov 24	Kiel mcfarland	Wingallok	Lore: Geomancy	Your research tag can be picked up on the bulletin board at logi!
Nov 24	Kit Wells	Ke'wyn	Is there any way to reach out to Elliya's child to control weather to help fight/sink Inexo's fleet?	There are many different ways to contact dragons and other powerful beings on Adelrune, so it is likely that the baby dragon could be reached eventually. Convincing them to destroy a fleet would require actually convincing them. What you can note from your research, however, is that if the baby takes after its mother at all, it will be notoriously difficult to catch up to because it will always be travelling and on the move as Elliya was. Elliya was most easily reachable through leaving messages with her friends who she would eventually drop back in on for her next grand adventure.
Nov 24	Marc	Hiero	can we recover the rituals from either the War of Radiance/Ad Decimum or the Purges/Vyn'e'va that cause storms to sink ships?	While any research into the Vyn'e'va's power during the Purges is far out of reach with the Vyn'e'va themselves, you have much more luck when looking into the more recent War of Radiance. There are multiple notations in the documentation of the Returned's involvement that it was Caeli Oakenthorn who began the storm to protect Cestral from the approaching ships, and it was only when she needed to turn her attention to the Strait of Roses to bottleneck the demon forces departing Breach that the Decimals took over control of her storm to continue to provide protections for Cestral. Additionally, there is a notation in Caeli's handwriting that Ad Decimum continuing this storm and running through nearly their whole supply of ritual components, along with sending twenty warders to Tear, was the initial contribition of Ad Decimum to Unity's war effort. If there was still a ritual scroll to control such a storm in Ad Decimum's archives, it is likely in the libraries of the Ashen King of Myre in the current day.
Nov 24	Natasha	Saelinn	how fast does the corruption on Tear spread? can we contain or reverse it?	This information is not something that be found in a library or written text, as it has never been experienced in the known world. To discover the spread rates, potential containments, or reversals, you would need to travel to the site of the corruption or find a corrupted creature to interact with it and study it directly.
Nov 24	Katie McGhee	Tannin	why/how did the Blood Crow become blood mages overnight? were the one-winged owl or any other banners affected by a similar phenomena?	Deep in the shelves of the Guild of Academics, an old, well-worn journal of brown leather sits on a shelf. It's pages are over-filled, a great oak tree etched into its stretched cover that is tied shut to keep everything contained within it. It's within this journal that extra pages have been sewn in, old Assassin articles with commentary written in the margins. Old letters sewn in to not be lost. Folded stacks of pages tucked snugly into the middle of the bundle. Sketches and doodles, pages edged in color or dried splashes of spilled tea and blood are common throughout, and all written in the now-familiar scrawl of Caeli Oakenthorn. Buried near the end of what roughly seems to be dated 9AR is an extra bundle of paper - the pages stained with tears and smudged ink. It's in these particular pages that you find what you are looking for.  [Insert the Obituary of Victoria Sela]
Nov 24	Miriam Horn	Vasya	the process by which gods gained their new faces/aliases within the Zodiac and can one simply be added or removed?	The gods of the Zodiac predate the "Zodiac" and go back to the days of the Hazori, they are not gods who have been invited in. The uniqueness of the faith of the Hazori is truly tied to their development as a culture - formerly Gael, they were once faithful to the gods of the Old Ways, but with the development of farming and the growth of a more settled, "civilized" society with the founding of the city of Riel, they began to turn away from many of the old gods and adopting new, more "civilized" gods such as those of law and architecture, or those that could help them stand against their greatest enemy - the Ko'aat. It was only when the Hazori were driven from their homes that the Trahazi created the Zodiac faces that are worshipped now as gods in their own right. Much of the Zodiac tradition exists as stories among the caravans, and these are the family members that are widely accepted as the Zodiac family. To attempt to remove any of them would be an effort that would need the whole family to choose to remove them - not only the Returned, but the greater Trahazi of the world. 
Nov 24	Lyra Cromwell	Rue	what are the anti-dragon runes in whitehall and the unknown Nadine city with the cathedral and how do they work?	Please note, you submitted three very different questions within your research that could not be answered as one action.  Neither Whitehall nor Siegeholt have or had anti-dragon runes. Whitehall had illusion and anti-divination runes on it that were rewritten by a dragon, while Siegeholt has large ballista around it for defense against dragons.
Nov 24	arianna cano	Saerel	why is the princess of night called the widowed bride? is she related to the Lady of Darkness? (block div)	You've submitted three very different research topics in your research, and unfortunately they cannot be answered by one action.  The Princess of Night/Widowed Bride is not the Lady of Darkness, these are two distinct beings. Finding a concrete story of the Nameless is as difficult as finding their names or epitaphs prove to be - for Nameless thrives on going unnamed and unrecorded throughout history. There are many events that are attributed to the Nameless, whether they were actually related to Nameless or not, and so sorting out truth from fiction and rumor is nearly impossible. In the case of the Widowed Bride, there are many stories throughout history that reference such a tragic archetype of a character - a young, new bride who is widowed on her wedding night due to unforeseen tragedy or accident - but there are just as many tales that point to a scheming young woman seeking power and her own freedom by killing her new husband and running away with his wealth (or claiming it for herself). Such stories are common among young women in Rules of Society nations, particularly those of noble blood destined for marriage whether they want them or not - and more than one woman has met her own execution under the accusation of being a Nameless Faith follower dedicated to the Widowed Bride, regardless of the truth of tragic accident or premeditated murder.
Nov 24	Alejandro Gonz	Cyren	are there any signs or tells when a god has been replaced by Nameless Faith? (block div)	There is no evidence to support Nameless gods have ever replaced any other god or taken over a pantheon.
Nov 24	Sal Rodriguez	Oso	Nameless Gods are known to replace or be hidden in other pantheons. Is it possible to find clues as to when?	Even in the deepest annals of Alexander, there are no records which support the notion that Nameless Gods *replace* other gods to hide in other pantheons. It is highly theorized that they intercept stray prayers that were intended for dead or non-existant beings, and take advantage of the unclaimed gaps when mortals are seeking a being to provide them power (commonly cults that are not dedicated to a known divine being), but there is no proof to any of this as it is difficult to ascertain the truth of gods.
Nov 24	Scott Ross	Gaeden	Underworld Insight: Bank of the Dead	answered on site
Nov 24	Scott Ross	Gaeden	Political Insight: House Delfestrae	House Delfestrae is arguably one of the most powerful factions on the isle of Tear. Known for demon-binding, they are the counterpoint to House Kaelin's Celestial-hunting, which often puts the two Effendal Houses at odds as they generally have opposing approaches on how to handle diplomatic or other problems. House Delfestrae has a history of stronger anti-human sentiments, which came to a head in 7ar when the House refused to join Unity as they were dealing with an internal power struggle between anti-human/traditionalist Perillinen and the more progressive ones. The conflict resulted in a trial which killed nearly a dozen Delfestrae vapaaherra, including two Perillinen. Techncially considered the largest of the Effendal Houses, as they oversee four tribes - their own original three, Terra "Blade of the Forest", Oni'Ven "The Owl Who Studies Darkness", and Jokiota "The River that Takes", as well as Tika'ia "The Sting of the Wasp" whom they adopted when fleeing the expanse during the Purges. They also made an attempt to take leadership over the Svivore and Rakuten only a few years ago, but were strongly opposed by both House Kaelin and the recently-Returned Palauttaa of House Ra'e'len due to the imbalance of power and influence it would provide House Delfestrae. The death of the First (Phyraeon) in 10ar put the House once more into a time of instability and infighting as three different camps broke out each supporting a candidate to take over the House. While Ilbrim, the Sky-Piercing Lily, came out on top, this struggle resulted in the death of the Second, and mostly quieted the remainder of Phyraeon's faction though they still have multiple members among the Perillinen. The top three of Delfestrae now are all curiously bonded to other entities in some form, which is suspected to be leading the House down a different path - Ilbrim being bonded to Phyraeon's Shadow, the Second Vartija being bonded to the element of lightning, and the Third Sulatt bonded with one of his summons to share the same body. While the anti-human sentiment remains strong among many members of House Delfestrae, they have a strong historical alliance with the Gael, and so the three Banners on Tear are permitted to live in the lands allocated to House Delfestrae and its tribes.   
Nov 24	Scott Ross	Gaeden	Military Insight: Inquisition on Tear	There are no notable forces associated with the Inquisition on Tear.
Nov 24	Scott Ross	Gaeden	Military Insight: Ko'aat on Tear	When the Ko'aat first Returned in 2ar, two major bands came through - the Wolf Band and the Snake Band, the bands that were on Tear in the Age of Tane and were wiped out by the Mists spreading over Tear in 16ch. Between ongoing conflicts with the Returned, their demon-blooded joining with Bel'e'athru during the War of Radiance, and Leucraven's bloodlust to murder Ko'aat, their numbers have dropped significantly. What remains of the Ko'aat on Tear is only the Snake Band, roughly divided into two separate camps along religious lines. While their numbers have been wittled down over the decade they've been Returned, they seem to currently number approximately 200-300 veteran warriors.
Nov 24	Scott Ross	Gaeden	Contact Underworld: Bank of the Dead to buy coins of the damned	Refund - The Bank of the Dead is not currently selling any Coins of the Damned
Nov 24	Scott Ross	Gaeden	Political Insight: House Kaelin	House Kaelin is arguably one of the most powerful factions on the isle of Tear. Known for celestial-hunting, they are the counterpoint to House Delfestrae's celestial hunting, which often puts the two Effendal Houses at odds as they generally have opposing approaches on how to handle diplomatic or other problems. Allied with the Gold Chalice and present at the coronation of King Syltane in 5ar, House Kaelin has always been far more progressive in human-effendal relations on Tear, and were quick to join with Unity when offered a seat on the Parliament. In 7ar, Mylleriel (the Third), was exiled for conspiring with Tyaeous and Arlenai of House Delfestrae. When Arlenai of House Delfestrae was put on trial for orchestrating the deaths of other Effendal at the hands of humans, the First (Dasyra) was killed in an explosion Arlenai caused in the middle of her trial. As a result, Astielle, the Sword of Kaelin, was promoted to First. Mestsastaja became the new Second, and Solomina jumped considerably to Third. House Kaelin has never shied away from being the first to make moves and take a strong stance, such as in declaring war against T'tocs, or supporting and celebrating the decisive actions taken by Curon Arandir to sack Edge and the Inquisition when their was talk of a second purge early in the Age of Adelrune, or Ritari Cecil in killing the fallen-celestial Teppidus.  
Nov 24	Jenni Powell	Vennetta Dubois	Contact Scholars: Lore Waterways/Geography of Tear	Crystal
Nov 24	Jenni Powell	Vennetta Dubois	State of the Court: Dace	Current topics of note circulating at the Dacian Court: - The current color in highest fashion is red, and everyone is wearing it! - Admiral Viluca Ariadne is tasked to wipe out the Hand before she can assume her father's position as Head of the Miliary - The state of the world with this apparent demon crisis (that doesn't currently negatively impact them in any way) - Beautiful new mirrors are being displayed in all the noble houses, and House Daecen is discussing adding an entire ROOM of large mirrors to the palace - What to do about the Celestine Empire's food crisis, they were expecting to be able to import larger quantities of wheat and flour again when the Mists lifted
Nov 24	Ashley Perretta	Ace	Investigate Rumor: Professor Quintilius' lab on Tear	
Nov 24	Kyle Winn	Rufo Montaige	Investigate Rumors: House Montaige	- Rumor has it, if you're looking for information, House Montaige has it. For a fee. - Rumor has it, if Princess Lia Montaige-Daecen does not produce a male child, Lord Sebastian is next in line to take over the House. - Rumor has it, House Montaige is on top of the world. - Rumor has it, Sir Caliban “The Beast” Gaian of Castle Thorn hates House Montaige. - Rumor has it, House Montaige has blackmail material on anyone of noteworthy power and influence on Adelrune.
Nov 24	Lauren Rawlins	Zilya	Investigate Rumors: is the snake hatchery in the Witherwood connected to Vesh/Kuyeh/Praxinor?	The hatchery in the Witherwood is connected to Praxinor.
Nov 24	Jacob Authier	Fevr	Political Insight: The Ko'aat (Expanse)	
Nov 24	Michael Whelchel	Ignazio 	Spread Through Song x6: Ballad of Ad Decimum by Jarin Stormsinger in Dace, West Riel, Cole, Siegeholt, Cestral, and Castle Thorn	Assassin
Nov 24	Xavier	Derk	Slaughter Livestock x20 for Celestine Empire	
Nov 24	Sal Rodriguez	Oso	Investigate History: Chaos Phoenix	In the Celestine tradition, in the beginning, there was only Destiny and Chaos. And so Destiny spun the threads of creation out of Chaos, and with the birth of the Titans the world of Adelrune was given form. The Titans loved generously and bore many children and grandchildren to populate the world, but Chaos saw that Destiny's world was too perfect, and so Chaos alone birthed the seasons, and the Phoenix to protect them. The Chaos Phoenix is called the Guardian of Seasons and oversees the natural cycles of the world, from life and death, to the rising and lowering of the tides. She appears as a fire bird in religious imagery.            
Nov 24	Sal Rodriguez	Oso	Investigate History: Effendal gods	The Effendal have no need or use for gods, as they are considered nothing more than powerful entities like the fae who created them. Their purpose is to protect the balance of Adelrune, and the gods can do little to impact that directly.
Nov 24	Sal Rodriguez	Oso	Investigate History: The Titans	In the Celestine tradition, the Titans are the children of Destiny, which she wove out of Chaos. They number four - Eur came first and is called The Mother or The World, and she is the stones and earth beneath our feet. The next is Tempest, often called by his name, but also called The Sky. He became the air we breathe and lies between the land and the heavens. Then came Nero, whose heart burns so hot that he lies beneath/is enveloped by Eur to protect the living creatures of the world. Finally, is Cri, who is called The Eyes of the Water, or more simply: Torrent. She is the sea and oceans, and the rain that falls. They loved each other freely and beget many children into the world. Though not technically considered a Titan, the Chaos Phoenix is often attributed to this category/generation of the Celestine Gods.
Nov 24	Sal Rodriguez	Oso	Investigate History: Phyraeon's Shadow	The Shadow, in recent years referred to as "Phyraeon's shadow," is an entity bound to the bloodline of Rhiannon that has cropped up all throughout the history of House Delfestrae. For additional information, one would need to seek out the most heretical of texts, such as the Song of Rhiannon/the Serpent's Song, and those that are contained within the deepest vaults of the Church of Chorus.
Nov 24	Marc	Hiero	Investigate History: Knights of Mysteries	In the early days of Ad Decimum (founded 125ch on the ruins of Myre) there was no Crown Order of knights, for what need did the city of scholars have for such a role? However, only a short decade later, in 135ch, after Belisarius had long-since disappeared and the Arbiter's Tower emerged as the preeminent leadership of the city, that tune changed quite quickly. The Arcane Consortium, made up of some of the most brilliant and adventurous scholars, overstepped by bringing back to the city an artifact of immense power. They did not inform the Arbiter's Tower of this discovery, and in their subsequent studies and experimentation with the artifact, a catastrophic explosion shook the city, taking out the top twelve stories of the Red Tower and causing major damages to the streets below when the stone and rubble blasted outwards with immense force. Nearly twenty percent of the new citystate's population was killed in the blast, which eventually led to stricter rules on city planning and what could be built around the base of the various towers. The Arbiter's Tower, demanding that the Arcane Consortium take responsibility for such a disaster, set out to create a committee of oversight for the various mages of the city - not only the Consortium, but all mages in the various towers to make sure that none put the people at such risk again. This necessitated the birth of the The Arcane Order of Eldritch Understandings and Hidden Mysteries to be this oversight committee. The remaining members of the Consortium were split ideologically between those who agreed with the ruling of the Arbiter's Tower and promoted caution and study, many of whom joined the Order of the Knights of Mysteries; and those who insisted they continue to push the boundaries of magic and discovery, who remained within the Arcane Consortium. Those who went on to be Knights of Mysteries swore that they would never let a foolish use of magic bring their city to its knees again.  
Nov 24	Marc	Hiero 	Background Research: Knights of Mysteries	Before the dismantling of the Arbiter's Tower, Nobility, and Knights of Mysteries by Belisarius in June of 9ar, the Knights of Mysteries were highly respected as a preeminent academic institution, well-studied in all forms of magic and knowledge. They had full access to all notes, documents, books, and scrolls contained within Ad Decimum if they were requested, and were known for inquiring after vary topics of study with the scholars of the city. Exchanges of information were not uncommon between the Knights of Mysteries and the Necromancer's Tower in the Nadine Empire, particularly when it came to keeping some of their necromancers in check, though they only requested the assistance of the Black Chalice on one memorable occassion. Unfortunately, however, there was a falling out between the Order and Alexander in Cestral, when the librarians accused the knights of unreasonably protecting knowledge and information on various topics and artifacts rather than supporting the sharing of information and academic inquiry. Following the dissolution of the Order and nobility, all access, assets, and records the Knights of Mysteries once had were revoked and turned over solely to Belisarius.  
Nov 24	Marc	Hiero	Follow the Money: Knights of Mysteries	Before the dismantling of the Arbiter's Tower, Nobility, and Knights of Mysteries by Belisarius in June of 9ar, the funding for the Knights of Mysteries was administered and overseen by the Arbiter's Tower. Expenditures beyond stipends for those in active service were more sporadic and unique - a unique artifact acquired from a merchant, a paid guard to travel with a caravan, healers kept on hand during study, etc. Following the dissolution of the Order and the siezing of the assets and funds of both the Order and the noble families, the Knights of Mysteries were left with no particular income and either retired or sought out work elsewhere. For those who were once associated with the Order, the largest benefactor and income source in recent years seems to be the Dancing Spiders. 
Nov 24	Marc	Hiero	Military Insight: Knights of Mysteries	The Knights of Mysteries were disbanded and thus do not have active military forces.
Nov 24	Marc	Hiero 	Political Insight: Knights of Mysteries	Following the lead from Unity, after the dissolution of the Order, many Rules of Society nations recognize the Knights of Mysteries as a former knightly order and thus still afford them their titles and pin recognition in the same manner the world honors the titles of nobility once held by Returned in their first lives. Following the dissolution, those Knights who remained were largely outspoken against Belisarius and his support for experimentation without oversight or guidance, and so they were either imprisoned for speaking out, fled the city for better opportunities, or were driven out when threatened by the Founder's Eye. In the wake of the emergence of Myre from the Black Mists, the Council of Honor has been in debates over the fate, recognition, and classification of the former knightly orders from Ad Decimum and Mandala, but thus far no agreement has been reached.
Nov 24	Marc	Hiero	Investigate Rumors: Knights of Mysteries	- Rumor has it, the House of Clubs hired a former Knight of Mysteries to guard something important. - Rumor has it, the Knights of Mysteries are going to be reclassified and no longer be considered a Crown Order. - Rumor has it, if you're willing to pay, a former Knight of Mysteries is willing to sell you what you need. - Rumor has it, the Mad Kings of Myre kept the former Knights of Mysteries to draw their modern knowledge out, only disposing of them when they were no longer useful. - Rumor has it, if you can find the Owls, you'll find what remains of the Knights of Mysteries.
Nov 24	Marc	Hiero 	Underworld Insight: Knights of Mysteries	For the Knights of Mysteries who left Ad Decimum in the wake of the dissolution of the Order, some of the more desperate members took all they could carry with them and have been slowly selling these artifacts and items off to the Dancing Spiders, who are well-known collectors of occult and magical artifacts. Some of the more knowledge-inclined members took refuge with and became members of the Parliament of Owls, a secretive academic society originally from the Nadine Empire, though with the Black Mists the status of their former-Ad Decimum chapter is unknown.
Nov 24	Marc	Hiero	Military Insight: Inexo's Fleet	Inexo's Fleet is moving as a generally organized fleet, moving in a searching grid type pattern in the northern sea. The numbers (as observed from a distance) seem to be approximately: 100 Demon Mages, 23 Sea Monsters, 270 damaged ships, 50 Corruptor Demons, 1000 Lesser Demons, 50 Demon Knights. The sea monsters specifically seem to be acting as scouts that move out further than the fleet before returning to the lead ship with reports.
Nov 24	Emile	Spider	Bestiary Analysis: Corrupted Abyss Spider Corpse	Visibly affected by the Blood Root Corruption, corrupted Abyss Spiders are significantly more powerful than their normal counterparts due to their abyssal nature being boosted by the additional abyssal corruption - their bites are twice as strong, and fire spiders are even more damaging. Their health is greatly increased, particularly when they reach adulthood, as well as having resistances to fire damage (even if they are not fire-oriented naturally) and other physical resistances. 
Nov 24	Felix Salazar		Second Opinion: Mage opinion about the Woe Stalkers	The Woestalkers have nearly all died out, and good riddance to that! They mostly died off when the Mists covered Tear early in the Age of Chorus, but like an insidious bit of mold you can never get rid of, one of them has always seemed to hang around Castle Thorn as a direct threat to any mages who live and work here. Sure, they won't make a major public play at having killed anyone, but you can bet your ass that whenever a powerful sorcerer or other mage dies unexpectedly, they're the first ones to be looked at. And as a mage, you know they're always watching, waiting for you to slip up. It's no way to live, having to watch over your shoulder all the time.
Nov 24	Phillip Stachelski	Tathlan	Contact Underworld + Healthy Paranoia: smugglers in Concerti to establish communications with the Melnyk caravan	
Nov 24	Hollie	Arxidelle	WPE: Snowball, Tavern 4-6pm	REFUND
Nov 24	Sambi	Flame's Embrace	Military Insight: Location of Melisma and T'tocs' forces in Nadine?	Melisma's forces are currently gathering in the northern mountains of the Nadine Empire, in the lands of House Decimus.
Nov 24	chris sherrick	Reed	Contact Scholars: Planes for a group (League of Explorers)	Crystal @3pm
Nov 24	J'Amy Pacheco	Morgynne the Strong	Military Insight: the demon army in Blightwood + who leads them	Without boots on the ground, it's difficult to discern proper numbers or even the leader of the demonic military force in the Blightwood as it is deeply mixed with a number of Myren disease specialists and explorers. The forces seem to number upwards of 2000 demons, dominated by butchers and fire-oriented demons, while many of the stronger leaders seem to be blood-oriented. They have carved a path through the Blightwood, leaving no tree or rock unturned in their search for a root of the world tree.
Nov 24	Sun	Sigurd	Military Insight: Qu'rux and his forces	Qu'rux has mostly been operating independently, but in the greater context of Mehs' demon forces, he does fall into the hierarchy as a Lieutenant under Nadir. Qu'rux primarily seems to be split between reconnaissance and artillery. The lieutenant commands a small squad of about fifteen to twenty shapeshifter demons, along with a sizable amount of imps that are treated less as soldiers and more as living bombardment ammunition. The demons under his command seem to attack with more ferocity than that of a typical shapeshifter demon, and in major engagements their primary objective is often to disrupt the back lines of the enemy, either by sowing chaos with enraged combatants or by raining fire from on high.
Nov 24	Robbin Thomas	Malik	Investigate Rumors: Coins of the Damned and it's relation to Theddespari/Ferrymen	- Rumor has it, the Theddespari Mages made the Coins of the Damned as a fuck you to Eden. - Rumor has it, Eden threw a pile of Coins of the Damned at Theddespari to curse them to oblivion and never to find rest. - Rumor has it, Leucraven was a merchant in Theddespari who made the Coins of the Damned and sold them from his shop front. - Rumor has it, Coins of the Damned used to be painted in bright colors and were called Coins of the Blessed by the residents of Theddespari. - Rumor has it, Coins of the Damned are the currency most sought after by the ferryman to pay their own debts in death.
Nov 24	Sun	Sigurd	Investigate Rumors: Father Sebastian & Brachen	- Rumor has it, Father Sebastian and Brachen have been feeding those who need it in the slums. - Rumor has it, Father Sebastian and Brachen appear to be true believers of the Old Faith. - Rumor has it, Sebastian chooses to use the title “Father” as an affectation caused by time exposed to the terminology of other faiths. - Rumor has it, Father Sebastian is called "Father" because he is Brachen's father. - Rumor has it, Father Sebastian and Brachen have been sacrificing people at the docks in the name of Balaiesh.
Nov 24	Van Franklin	Thorkell	Slaughter Livestock x2 for Orphanage	
Nov 24	Sal Rodriguez	Oso	Routine and Vices: Arkon Fenwhistle	In your investigation, you discover that while a postbox is held for Arkon Fenwhistle at the Pen & Rose, there is no such person. Postmaster Penrose Selwyn is responsible for taking names to open postboxes and delivering mail to them, so it is likely he might have more information in your search.
Nov 24	James McClosky	Jaerial	Military Insight: Mehs' generals and their relationships	As a number of Mehs' generals have not made themselves known yet, it is not possible to confirm all of them. Sablegore was operating on Tear before his presumed death, T'tocs who was defeated in Cestral (and subsequently moved to support the Nadine front), Moonshroud who is operating in the Breach, Nadir who is operating near Castle Thorn, and Melisma who is operating in the north of the Nadine Empire. Mwg'rios and My'nok are beginning to make moves, but it is unclear where their attention is focused due to the Mists. It is theorized that there is a General leading a fleet of ships in the northern waters, but nothing is known of them.What IS clear is that the generals, while all working towards separate goals their unique skill sets are best suited for, are working well in tandem with one another and have been seen to appear quickly in other regions to back up Generals who need more assistance or someone's particular specialty at the time.
Nov 24	James McClosky	Jaerial	Political Insight: Mehs' generals and their relationships	As Abyssal Monarch, Mehs' generals are each loyal to him for one reason or another. For some, it is because he pulled them out of the Abyss to lead his armies, for others their loyalty has been long-standing, still others positioned themselves to their most advantageous following the death of Bellus and getting in with the new Abyssal Monarch who was much more predictable and clear in his desires. Mehs may have a temper, but it is a known element, and thus his generals, lieutenants, and soldiers have a clear understanding of their orders to fulfill his plans for Adelrune. Ultimately, each of the Generals is held in check amongst one another because a different General has a weapon or tool that is particularly deadly to them being held as collateral for mutually-assured destruction. 
Nov 24	James McClosky	Jaerial	Investigate Enemies: Mehs	Among Mehs' enemies are anyone ice related (Arasimiel, etc), celestials (particularly the Harbingers of the Crimson Sun who are rumored to have bound him to the island his city is on), and the Glassbreakers of the Saek. In one particularly historic moment, in a conflict with the Harbingers, Mehs declared "You'll never be able to defeat me!" before the Harbinger disagreed: "You don't have to be defeated to be bound here forever," before stabbing Mehs through his firey cloak, pinning him to the island. The sword is rumored to still be among the Harbingers.
Nov 24	James McClosky	Jaerial	Investigate Vices & Routines: Mehs	Mehs has a particular fondness for literature, in which he burns the books to absorbs the knowledge. On an average day, much of his time is spent in his throne room with his looking glasses of souls, keeping himself available to those who request his aid/support. Though, most notably, anyone petitioning him needs to be deferential, or his quick temper will snap and engulf them in flame - there is a *very* small window between these two states. While Mehs is always down for a bbq and well-cooked meats, he doesn't walk the city very often or interact with the greater public, as he prefers his more isolated time.
Nov 24	James McClosky	Jaerial	Investigate Loved Ones: Mehs	Mehs has no known family or close relationships
Nov 24	Sephen M	Cecil	Investigate Rumors + Healthy Paranoia: Delfestrae Nameless Faith	- Rumor has it, Vhynn is a Nameless Faith follower. - Rumor has it, Ritari Aelynn is a Nameless Faith follower. - Rumor has it, Audax is a Nameless Faith follower. - Rumor has it, Ke'wyn is a Nameless Faith follower. - Rumor has it, Ritari Thel'orom is a Nameless Faith follower.
Nov 24	Stephen M	Tellah	Underworld Insight: Tableau Syndicate	The Imperial Tableau Syndicate is an officially government-sanctioned organization which technically does not have underworld ties, but when poking around there are some members of the organization who individually have connections to various underworld organizations such as the Hand and the Dancing Spiders, as well as the Guild of Doves. It's even said, if you slip some gold into the right hands, you can make nearly anyone in the Empire disappear into the mines, never to be seen or heard from again. Particularly as the month comes to a close, they are known to be even more strict in making sure there are enough fighters in the pits or workers in the mines when numbers start to dwindle. The bulk of their income comes in from gambling for the gladiator pits, and members of the Syndicate are sometimes known to fix a fight beforehand to benefit from their own betting.
Nov 24	Stephen M	Tellah	Investigate Rumors: Tableau Syndicate	- Rumor has it, diviners are always watching and will the tell the Syndicate where to be to catch you committing crimes. - Rumor has it, the Syndicate is preparing to round up a number of the Hazori in Concerti to keep the rest in line. - Rumor has it, not even nobles are safe from the Syndicate. - Rumor has it, the Empress disguises herself as a member of the Syndicate to blow off some steam. - Rumor has it, after Ackeroniell's Forest burned, the Syndicate went through the wreckage and rounded up bodies and anyone left living.
Nov 24	Jocelyn	Rory	Investigate History: Inexo's Fleet	Formerly one of the greatest port cities in the world, Inexo's fleet was well-maintained and traveled extensively to various ports of trade, particularly in the Nadine Empire, Dace, and Cole. Following the disappearance of Inexo, a great many of the ships were detroyed during the War of Radiance while transporting demons to Cestral, the Nadine Empire, and Tear. However, during the Unity-led occupation of the city during the Second Crusade, it was believed that the fleet was destroyed along with the city under Nadine direction. Recent actions taken by someone sailing nearly two hundred ships through the Eastern Waters has shown this to have been a falsehood to the rest of Adelrune.
Nov 24	Jocelyn	Rory	Political Insight: Zatan relationship with Mehs	Zatan formerly served under Bellus, and thus is not trusted by Mehs or serving among his hierarchy.
Nov 24	Jocelyn	Rory	Underworld Insight: Zatan	Following the death of Bellus, Zatan fled the city of Mehs and has taken refuge among his underworld allies in Redemption.
Nov 24	Jocelyn	Rory	Political Insight: Mwg'Rios relationship with Mehs	Mwg'Rios is serving as a General under the Abyssal Monarch Mehs. As with the other generals, his loyalty appears absolute.
Nov 24	Jocelyn	Rory	Military Insight: Mwg'Rios	The Stifling Smoke is known to be subtle until he isn't. Mwg'rios prefers demonic forces largely made up of irregulars, soldiers who don't fall into standard structures and flow across the battlefield or fill multiple roles. The force Mehs has provided him he utilizes differently then their normal roles. Raiders, sappers, skirmishers, and assassins make up his ranks- flowing between different roles and operations. Since his emergence from the Abyss he has delighted in choking the fighting strength of his foes, cutting off their supply lines and burning their fields so the smoke & ash darken the skies. Taking the strengths of his foes and showing them that smoke will always find a way inside.  Mwg'rios' favorites are his assassins that act independently from him to gather information, kidnap key individuals, and brutally assault his enemies before fading away in the wind. His current force is made up of approximately 2500 demons, though there are significantly less demon knights among his forces than serve under some of the other generals.
Nov 24	Jocelyn	Rory	Military Insight: demons north of Celestine blocking trade routes	There are no demons north of the Celestine Empire, that region is currently the Mist-covered Dragon Archipelago or open ocean. Inexo's Fleet is blocking the seas to the northeast of the Celestine Empire on the Veinish coastline, which is impacting trade by sea but those trade routes have been used minimally in the last 5 years since that whole region is still blanketed by Mists.
Nov 24	Jocelyn	Rory	Poltitical Insight: Nadir's relationship with Mehs	As Nadir was in the Abyss until just recently, his loyalty to Mehs is absolute as it was willingly given in exchange for being raised out of the Abyss and returned to Adelrune.
